,NPV,CAPEX,OPEX,revenue,revenue_coproduct,revenue_final_product,IRR,energy_generation,pathway,fs_price,lang_factor
66,-309406801.3679215,2873693932.35894,180581970.2142247,533952230.9088,205727472.71999997,287273844.00000006,7.785690683177182,298911782.4000001,"['Ip[milling]', 'Ip[DSA]', 'Ip[BCD]', 'Ip[PDC-ferm]']",20,7.600000000000006
67,-350552265.65978676,2911505694.626821,181716323.08226112,533952230.9088,205727472.71999997,287273844.00000006,7.519701233556075,298911782.4000001,"['Ip[milling]', 'Ip[DSA]', 'Ip[BCD]', 'Ip[PDC-ferm]']",20,7.700000000000006
68,-391697729.9516525,2949317456.8947015,182850675.95029753,533952230.9088,205727472.71999997,287273844.00000006,7.259496070140581,298911782.4000001,"['Ip[milling]', 'Ip[DSA]', 'Ip[BCD]', 'Ip[PDC-ferm]']",20,7.800000000000006
69,-432843194.24351686,2987129219.162582,183985028.81833395,533952230.9088002,205727472.71999997,287273844.0000002,7.0048346435990005,298911782.4000001,"['Ip[milling]', 'Ip[DSA]', 'Ip[BCD]', 'Ip[PDC-ferm]']",20,7.900000000000006
70,-473988658.53538495,3024940981.430464,185119381.6863704,533952230.9088,205727472.71999997,287273844.00000006,6.7554900225422765,298911782.4000001,"['Ip[milling]', 'Ip[DSA]', 'Ip[BCD]', 'Ip[PDC-ferm]']",20,8.000000000000007
71,-515134122.8272494,3062752743.698344,186253734.5544068,533952230.9088,205727472.71999997,287273844.00000006,6.511247923062613,298911782.4,"['Ip[milling]', 'Ip[DSA]', 'Ip[BCD]', 'Ip[PDC-ferm]']",20,8.100000000000007
72,-556279587.1191136,3100564505.9662247,187388087.42244324,533952230.9088002,205727472.71999997,287273844.0000002,6.2719058206589295,298911782.4000001,"['Ip[milling]', 'Ip[DSA]', 'Ip[BCD]', 'Ip[PDC-ferm]']",20,8.200000000000006
73,-597425051.4109803,3138376268.234105,188522440.29047966,533952230.9088,205727472.71999997,287273844.00000006,6.037272136486904,298911782.4000001,"['Ip[milling]', 'Ip[DSA]', 'Ip[BCD]', 'Ip[PDC-ferm]']",20,8.300000000000006
74,-638570515.7028459,3176188030.501986,189656793.15851608,533952230.9088,205727472.71999997,287273844.00000006,5.807165490758814,298911782.4000001,"['Ip[milling]', 'Ip[DSA]', 'Ip[BCD]', 'Ip[PDC-ferm]']",20,8.400000000000006
75,-679715979.9947121,3213999792.7698674,190791146.0265525,533952230.9088,205727472.71999997,287273844.00000006,5.581414016902908,298911782.4,"['Ip[milling]', 'Ip[DSA]', 'Ip[BCD]', 'Ip[PDC-ferm]']",20,8.500000000000007
76,-720861444.2865783,3251811555.037748,191925498.89458895,533952230.9088,205727472.71999997,287273844.00000006,5.359854730772495,298911782.4000001,"['Ip[milling]', 'Ip[DSA]', 'Ip[BCD]', 'Ip[PDC-ferm]']",20,8.600000000000007
77,-762006908.578443,3289623317.3056283,193059851.76262537,533952230.9088,205727472.71999997,287273844.00000006,5.142332949802908,298911782.4000001,"['Ip[milling]', 'Ip[DSA]', 'Ip[BCD]', 'Ip[PDC-ferm]']",20,8.700000000000006
78,-803152372.8703096,3327435079.57351,194194204.6306618,533952230.9088,205727472.71999997,287273844.0,4.928701757547449,298911782.4,"['Ip[milling]', 'Ip[DSA]', 'Ip[BCD]', 'Ip[PDC-ferm]']",20,8.800000000000008
79,-844297837.1621742,3365246841.8413906,195328557.4986982,533952230.90880007,205727472.71999997,287273844.0000001,4.718821509493676,298911782.40000004,"['Ip[milling]', 'Ip[DSA]', 'Ip[BCD]', 'Ip[PDC-ferm]']",20,8.900000000000007
80,-885443301.45404,3403058604.109271,196462910.36673462,533952230.9088,205727472.71999997,287273844.0,4.512559376480452,298911782.4,"['Ip[milling]', 'Ip[DSA]', 'Ip[BCD]', 'Ip[PDC-ferm]']",20,9.000000000000007
81,-926588765.7459042,3440870366.3771505,197597263.23477104,533952230.90880007,205727472.71999994,287273844.0000001,4.3097889224062325,298911782.4,"['Ip[milling]', 'Ip[DSA]', 'Ip[BCD]', 'Ip[PDC-ferm]']",20,9.100000000000007
82,-967734230.0377707,3478682128.6450324,198731616.10280746,533952230.90880007,205727472.71999997,287273844.0000001,4.110389713248863,298911782.40000004,"['Ip[milling]', 'Ip[DSA]', 'Ip[BCD]', 'Ip[PDC-ferm]']",20,9.200000000000006
83,-1008879694.3296366,3516493890.912914,199865968.97084388,533952230.9088,205727472.71999997,287273844.00000006,3.914246954706968,298911782.40000004,"['Ip[milling]', 'Ip[DSA]', 'Ip[BCD]', 'Ip[PDC-ferm]']",20,9.300000000000008
84,-1050025158.6215019,3554305653.1807942,201000321.8388803,533952230.9088,205727472.71999997,287273844.0,3.7212511560381634,298911782.4,"['Ip[milling]', 'Ip[DSA]', 'Ip[BCD]', 'Ip[PDC-ferm]']",20,9.400000000000007
85,-1091170622.913367,3592117415.4486737,202134674.7069167,533952230.90879995,205727472.71999997,287273844.0,3.5312978178979826,298911782.4,"['Ip[milling]', 'Ip[DSA]', 'Ip[BCD]', 'Ip[PDC-ferm]']",20,9.500000000000007
86,-1132316087.2052343,3629929177.716556,203269027.57495314,533952230.9088,205727472.71999997,287273844.00000006,3.3442871421949016,298911782.40000004,"['Ip[milling]', 'Ip[DSA]', 'Ip[BCD]', 'Ip[PDC-ferm]']",20,9.600000000000009
87,-1173461551.4971004,3667740939.984437,204403380.4429896,533952230.9088,205727472.71999997,287273844.0,3.160123762159439,298911782.4,"['Ip[milling]', 'Ip[DSA]', 'Ip[BCD]', 'Ip[PDC-ferm]']",20,9.700000000000008
88,-1214607015.7889647,3705552702.2523174,205537733.311026,533952230.9088,205727472.71999997,287273844.00000006,2.978716490993949,298911782.4,"['Ip[milling]', 'Ip[DSA]', 'Ip[BCD]', 'Ip[PDC-ferm]']",20,9.800000000000008
89,-1255752480.0808308,3743364464.520197,206672086.1790624,533952230.90879995,205727472.71999997,287273844.0,2.799978087620092,298911782.4,"['Ip[milling]', 'Ip[DSA]', 'Ip[BCD]', 'Ip[PDC-ferm]']",20,9.900000000000007
90,-1296897944.3726945,3781176226.788078,207806439.04709882,533952230.90879995,205727472.71999997,287273844.0,2.6238250381715345,298911782.4,"['Ip[milling]', 'Ip[DSA]', 'Ip[BCD]', 'Ip[PDC-ferm]']",20,10.000000000000007
91,-1338043408.6645634,3818987989.05596,208940791.9151353,533952230.9088,205727472.71999997,287273844.00000006,2.4501773520051895,298911782.40000004,"['Ip[milling]', 'Ip[DSA]', 'Ip[BCD]', 'Ip[PDC-ferm]']",20,10.100000000000009
92,-1379188872.956428,3856799751.3238406,210075144.7831717,533952230.9088002,205727472.71999997,287273844.0000002,2.278958371108475,298911782.4,"['Ip[milling]', 'Ip[DSA]', 'Ip[BCD]', 'Ip[PDC-ferm]']",20,10.200000000000008
93,-1420334337.248292,3894611513.59172,211209497.65120807,533952230.90879995,205727472.71999997,287273844.0,2.1100945918809844,298911782.4,"['Ip[milling]', 'Ip[DSA]', 'Ip[BCD]', 'Ip[PDC-ferm]']",20,10.300000000000008
94,-1461479801.5401592,3932423275.8596025,212343850.51924455,533952230.90880007,205727472.71999997,287273844.0000001,1.94351549835714,298911782.40000004,"['Ip[milling]', 'Ip[DSA]', 'Ip[BCD]', 'Ip[PDC-ferm]']",20,10.40000000000001
95,-1502625265.8320255,3970235038.1274834,213478203.38728097,533952230.9088,205727472.71999997,287273844.00000006,1.7791534060137337,298911782.40000004,"['Ip[milling]', 'Ip[DSA]', 'Ip[BCD]', 'Ip[PDC-ferm]']",20,10.500000000000009
96,-1543770730.123891,4008046800.395364,214612556.2553174,533952230.9088,205727472.71999997,287273844.0,1.6169433153823354,298911782.4,"['Ip[milling]', 'Ip[DSA]', 'Ip[BCD]', 'Ip[PDC-ferm]']",20,10.600000000000009
97,-1584916194.4157553,4045858562.6632442,215746909.1233538,533952230.90880007,205727472.71999997,287273844.0000001,1.4568227747516538,298911782.4,"['Ip[milling]', 'Ip[DSA]', 'Ip[BCD]', 'Ip[PDC-ferm]']",20,10.700000000000008
98,-1626061658.7076216,4083670324.9311247,216881261.99139023,533952230.9088,205727472.71999997,287273844.0,1.2987317512972218,298911782.4,"['Ip[milling]', 'Ip[DSA]', 'Ip[BCD]', 'Ip[PDC-ferm]']",20,10.800000000000008
99,-1667207122.9994862,4121482087.199005,218015614.85942665,533952230.90880007,205727472.71999994,287273844.0000001,1.1426125100422624,298911782.4,"['Ip[milling]', 'Ip[DSA]', 'Ip[BCD]', 'Ip[PDC-ferm]']",20,10.90000000000001
100,2570559067.0591073,422164816.9346938,127894446.63075025,588256285.5312,66816945.35999999,394791540.0,382.585759755351,924436497.5999999,"['Ip[milling]', 'Ip[alkaline]', 'Ip[noprocess]', 'Ip[PDC-ferm]']",22,1.0
101,2524620537.9913335,464381298.6281632,129160941.08155434,588256285.5312,66816945.35999999,394791540.0,305.8924745245359,924436497.5999999,"['Ip[milling]', 'Ip[alkaline]', 'Ip[noprocess]', 'Ip[PDC-ferm]']",22,1.1
102,2478682008.923559,506597780.3216327,130427435.53235841,588256285.5312,66816945.35999999,394791540.0,247.82204347043125,924436497.5999999,"['Ip[milling]', 'Ip[alkaline]', 'Ip[noprocess]', 'Ip[PDC-ferm]']",22,1.2000000000000002
103,2432743479.8557835,548814262.015102,131693929.98316255,588256285.5312002,66816945.35999999,394791540.0000002,203.87745998823527,924436497.5999999,"['Ip[milling]', 'Ip[alkaline]', 'Ip[noprocess]', 'Ip[PDC-ferm]']",22,1.3000000000000003
104,2386804950.7880096,591030743.7085716,132960424.43396662,588256285.5312002,66816945.35999999,394791540.0000002,170.50527967360384,924436497.5999999,"['Ip[milling]', 'Ip[alkaline]', 'Ip[noprocess]', 'Ip[PDC-ferm]']",22,1.4000000000000004
105,2340866421.7202325,633247225.402041,134226918.88477066,588256285.5312,66816945.35999999,394791540.0,144.94220119118145,924436497.5999999,"['Ip[milling]', 'Ip[alkaline]', 'Ip[noprocess]', 'Ip[PDC-ferm]']",22,1.5000000000000004
